_id,permalink,name,tag_type,systems_enabled,image_eeus_filename,Image,description
4dcd4e1c02f3993abc00009e,geography-awareness-week,Geography Awareness Week,calendar_event,"eeus,erus",,/grid/visual_asset/image/4e78e2125b76e13f22001ed4/medium_10111_1_.jpg,"<p>So many themes. So many challenges. With Ellison, the choices are fun and easy. We offer a full spectrum of popular and essential ideas to address any theme, any time. Access these ideas routinely to create motivating learning materials for essential hands-on activities, memorable visuals, classroom d&eacute;cor and much more. Welcome back to school!</<p>"
53763a6f02f3993872000d01,graduation,Graduation,calendar_event,"eeus,erus",,/grid/visual_asset/image/53763c0802f399094f000176/1204_graduation_half.jpg,"<p>So many themes. So many challenges. With Ellison, the choices are fun and easy. We offer a full spectrum of popular and essential ideas to address any theme, any time. Access these ideas routinely to create motivating learning materials for essential hands-on activities, memorable visuals, classroom d&eacute;cor and much more. Welcome back to school!</<p>"
4dcd4e1c02f3993abc0000bf,groundhog-day,Groundhog Day,calendar_event,"eeus,erus",,/grid/visual_asset/image/4ebac62efb60b5253a00004b/02_february_half.jpg,"<p>So many themes. So many challenges. With Ellison, the choices are fun and easy. We offer a full spectrum of popular and essential ideas to address any theme, any time. Access these ideas routinely to create motivating learning materials for essential hands-on activities, memorable visuals, classroom d&eacute;cor and much more. Welcome back to school!</<p>"
5582feb602f39919ce00297e,halloween,Halloween,calendar_event,"eeus,erus",,,
4dcd4e1c02f3993abc0000b2,handwriting-day,Handwriting Day,calendar_event,"eeus,erus",,/grid/visual_asset/image/4ebac1c902f39925c3000820/01_january_half.jpg,"<p>So many themes. So many challenges. With Ellison, the choices are fun and easy. We offer a full spectrum of popular and essential ideas to address any theme, any time. Access these ideas routinely to create motivating learning materials for essential hands-on activities, memorable visuals, classroom d&eacute;cor and much more. Welcome back to school!</<p>"
4dcd4e1c02f3993abc0000a7,hanukkah,Hanukkah,calendar_event,"eeus,erus",,/grid/visual_asset/image/4eb0131f02f3992ade00019a/1111_4642_half.jpg,"<p>So many themes. So many challenges. With Ellison, the choices are fun and easy. We offer a full spectrum of popular and essential ideas to address any theme, any time. Access these ideas routinely to create motivating learning materials for essential hands-on activities, memorable visuals, classroom d&eacute;cor and much more. Welcome back to school!</<p>"
4dcd4e1c02f3993abc0000b8,hat-day,Hat Day,calendar_event,"eeus,erus",,/grid/visual_asset/image/4ebac07b02f39925c300071f/01_january_half.jpg,"<p>So many themes. So many challenges. With Ellison, the choices are fun and easy. We offer a full spectrum of popular and essential ideas to address any theme, any time. Access these ideas routinely to create motivating learning materials for essential hands-on activities, memorable visuals, classroom d&eacute;cor and much more. Welcome back to school!</<p>"
4dcd4e1b02f3993abc000099,hispanic-heritage-month-begins,Hispanic Heritage Month Begins,calendar_event,"eeus,erus",,,
4dcd4e1c02f3993abc0000b6,hobby-month,Hobby Month,calendar_event,"eeus,erus",,/grid/visual_asset/image/4ebabf2502f39905f7000976/01_january_half.jpg,"<p>So many themes. So many challenges. With Ellison, the choices are fun and easy. We offer a full spectrum of popular and essential ideas to address any theme, any time. Access these ideas routinely to create motivating learning materials for essential hands-on activities, memorable visuals, classroom d&eacute;cor and much more. Welcome back to school!</<p>"
4dcd4e1c02f3993abc0000e9,holi-festival,Holi Festival,calendar_event,"eeus,erus",,/grid/visual_asset/image/4ec15bb9fb60b57ee3000428/03_march_half.jpg,"<p>So many themes. So many challenges. With Ellison, the choices are fun and easy. We offer a full spectrum of popular and essential ideas to address any theme, any time. Access these ideas routinely to create motivating learning materials for essential hands-on activities, memorable visuals, classroom d&eacute;cor and much more. Welcome back to school!</<p>"
4e14c217fb60b530b7000157,homeless-animal-day,Homeless Animal Day,calendar_event,"eeus,erus",,/grid/visual_asset/image/4e14c5b35b76e155790000ff/10025.jpg,"<p>So many themes. So many challenges. With Ellison, the choices are fun and easy. We offer a full spectrum of popular and essential ideas to address any theme, any time. Access these ideas routinely to create motivating learning materials for essential hands-on activities, memorable visuals, classroom d&eacute;cor and much more. Welcome back to school!</<p>"
4dcd4e1c02f3993abc0000a9,human-rights-day,Human Rights Day,calendar_event,"eeus,erus",,/grid/visual_asset/image/4ed81634fb60b54c48000236/12_december_half.jpg,"<p>So many themes. So many challenges. With Ellison, the choices are fun and easy. We offer a full spectrum of popular and essential ideas to address any theme, any time. Access these ideas routinely to create motivating learning materials for essential hands-on activities, memorable visuals, classroom d&eacute;cor and much more. Welcome back to school!</<p>"
50c7645c02f3995cd90001c7,ice-cream-month,Ice Cream Month,calendar_event,"eeus,erus",,,
50bf70d35b76e175400003f9,inauguration-day,Inauguration Day,calendar_event,"eeus,erus",,,
4dcd4e1c02f3993abc0000cb,johnny-appleseed-day,Johnny Appleseed Day,calendar_event,"eeus,erus",,/grid/visual_asset/image/4ec15cbefb60b54483001276/03_march_half.jpg,"<p>So many themes. So many challenges. With Ellison, the choices are fun and easy. We offer a full spectrum of popular and essential ideas to address any theme, any time. Access these ideas routinely to create motivating learning materials for essential hands-on activities, memorable visuals, classroom d&eacute;cor and much more. Welcome back to school!</<p>"
4dcd4e1c02f3993abc0000d1,keep-america-beautiful-month,Keep America Beautiful Month,calendar_event,"eeus,erus",,/grid/visual_asset/image/4f4d78735b76e175780014d6/1203_go_green_half.jpg,"<p>So many themes. So many challenges. With Ellison, the choices are fun and easy. We offer a full spectrum of popular and essential ideas to address any theme, any time. Access these ideas routinely to create motivating learning materials for essential hands-on activities, memorable visuals, classroom d&eacute;cor and much more. Welcome back to school!</<p>"
4dcd4e1c02f3993abc0000d6,kite-month,Kite Month,calendar_event,"eeus,erus",,,
4dcd4e1c02f3993abc0000d4,library-week,Library Week,calendar_event,"eeus,erus",,,
50c8a18f5b76e107fc000388,love-your-pet-day,Love Your Pet Day,calendar_event,"eeus,erus",,,
4dcd4e1c02f3993abc0000ce,mardi-gras,Mardi Gras,calendar_event,"eeus,erus",,/grid/visual_asset/image/4ebace58fb60b525790000c2/02_february_half.jpg,"<p>So many themes. So many challenges. With Ellison, the choices are fun and easy. We offer a full spectrum of popular and essential ideas to address any theme, any time. Access these ideas routinely to create motivating learning materials for essential hands-on activities, memorable visuals, classroom d&eacute;cor and much more. Welcome back to school!</<p>"
4dcd4e1c02f3993abc0000cf,math-awareness-month,Math Awareness Month,calendar_event,"eeus,erus",,/grid/visual_asset/image/4f5008dafb60b549430014b4/1203_stem_subcor_half.jpg,"<p>So many themes. So many challenges. With Ellison, the choices are fun and easy. We offer a full spectrum of popular and essential ideas to address any theme, any time. Access these ideas routinely to create motivating learning materials for essential hands-on activities, memorable visuals, classroom d&eacute;cor and much more. Welcome back to school!</<p>"
50c6110c02f39921a7000a80,memorial-day,Memorial Day,calendar_event,"eeus,erus",,,
4dcd4e1c02f3993abc0000ad,metric-week,Metric Week,calendar_event,"eeus,erus",,,
4dcd4e1c02f3993abc0000c7,music-in-schools-month,Music in Schools Month,calendar_event,"eeus,erus",,/grid/visual_asset/image/4ec158c9fb60b53b4200012f/03_march_half.jpg,"<p>So many themes. So many challenges. With Ellison, the choices are fun and easy. We offer a full spectrum of popular and essential ideas to address any theme, any time. Access these ideas routinely to create motivating learning materials for essential hands-on activities, memorable visuals, classroom d&eacute;cor and much more. Welcome back to school!</<p>"
4dcd4e1d02f3993abc0000f3,national-park-week,National Park Week,calendar_event,"eeus,erus",,,
4dcd4e1c02f3993abc0000b0,native-american-heritage-month,Native American Heritage Month,calendar_event,"eeus,erus",,,
4dcd4e1c02f3993abc0000b3,new-year-s-day,New Year's Day,calendar_event,"eeus,erus",,/grid/visual_asset/image/4ebabdb602f39905f70008e5/01_january_half.jpg,"<p>So many themes. So many challenges. With Ellison, the choices are fun and easy. We offer a full spectrum of popular and essential ideas to address any theme, any time. Access these ideas routinely to create motivating learning materials for essential hands-on activities, memorable visuals, classroom d&eacute;cor and much more. Welcome back to school!</<p>"
4dcd4e1c02f3993abc0000c2,nutrition-month,Nutrition Month,calendar_event,"eeus,erus",,/grid/visual_asset/image/4ec1595efb60b5635a001574/1202_food_plate_3035_half.jpg,"<p>So many themes. So many challenges. With Ellison, the choices are fun and easy. We offer a full spectrum of popular and essential ideas to address any theme, any time. Access these ideas routinely to create motivating learning materials for essential hands-on activities, memorable visuals, classroom d&eacute;cor and much more. Welcome back to school!</<p>"
50c25504fb60b5220a0005f5,palm-sunday,Palm Sunday,calendar_event,"eeus,erus",,,
4e0a45d95b76e13ae70002ae,paper-bag-day,Paper Bag Day,calendar_event,"eeus,erus",,/grid/visual_asset/image/4e136078fb60b57c7000001e/lesson_9940.jpg,"<p>So many themes. So many challenges. With Ellison, the choices are fun and easy. We offer a full spectrum of popular and essential ideas to address any theme, any time. Access these ideas routinely to create motivating learning materials for essential hands-on activities, memorable visuals, classroom d&eacute;cor and much more. Welcome back to school!</<p>"
50c250b402f399174b0010a7,passover,Passover,calendar_event,"eeus,erus",,,
50c5f9b0fb60b5218e00083a,patriot-s-day,Patriot's Day,calendar_event,"eeus,erus",,,
4dcd4e1c02f3993abc0000aa,pearl-harbor-day,Pearl Harbor Day,calendar_event,"eeus,erus",,/grid/visual_asset/image/4ed8166afb60b5355800040d/12_december_half.jpg,"<p>So many themes. So many challenges. With Ellison, the choices are fun and easy. We offer a full spectrum of popular and essential ideas to address any theme, any time. Access these ideas routinely to create motivating learning materials for essential hands-on activities, memorable visuals, classroom d&eacute;cor and much more. Welcome back to school!</<p>"
4ebad396fb60b543a2000172,physical-fitness-sports-month,Physical Fitness & Sports Month,calendar_event,"eeus,erus",,/grid/visual_asset/image/4ebad396fb60b543a2000173/05_may_half.jpg,"<p>So many themes. So many challenges. With Ellison, the choices are fun and easy. We offer a full spectrum of popular and essential ideas to address any theme, any time. Access these ideas routinely to create motivating learning materials for essential hands-on activities, memorable visuals, classroom d&eacute;cor and much more. Welcome back to school!</<p>"
4dcd4e1c02f3993abc0000c9,pi-day,Pi Day,calendar_event,"eeus,erus",,,
50c25e9e02f39916f6000848,poetry-month,Poetry Month,calendar_event,"eeus,erus",,,
4dcd4e1d02f3993abc0000ee,postcard-week,Postcard Week,calendar_event,"eeus,erus",,,
5582fa4d02f3996bb7001d3c,president-s-day,President's Day,calendar_event,"eeus,erus",,,
50c238fc5b76e1740b000924,purim,Purim,calendar_event,"eeus,erus",,,
50c7381902f399562f000bd7,puzzle-day,Puzzle Day,calendar_event,"eeus,erus",,,
50c657cb02f39932220004d4,ramadan-begins,Ramadan Begins,calendar_event,"eeus,erus",,,
4dcd4e1c02f3993abc0000ba,read-across-america-day,Read Across America Day,calendar_event,"eeus,erus",,/grid/visual_asset/image/4ebaf5d402f3990fd9000161/1202_suitcase_book_3058_half.jpg,"<p>So many themes. So many challenges. With Ellison, the choices are fun and easy. We offer a full spectrum of popular and essential ideas to address any theme, any time. Access these ideas routinely to create motivating learning materials for essential hands-on activities, memorable visuals, classroom d&eacute;cor and much more. Welcome back to school!</<p>"
4dcd4e1c02f3993abc0000c4,red-cross-month,Red Cross Month,calendar_event,"eeus,erus",,/grid/visual_asset/image/4ebaf51102f39951df000566/03_march_half.jpg,"<p>So many themes. So many challenges. With Ellison, the choices are fun and easy. We offer a full spectrum of popular and essential ideas to address any theme, any time. Access these ideas routinely to create motivating learning materials for essential hands-on activities, memorable visuals, classroom d&eacute;cor and much more. Welcome back to school!</<p>"
4dcd4e1b02f3993abc000094,red-ribbon-week,Red Ribbon Week,calendar_event,"eeus,erus",,/grid/visual_asset/image/4e5bc124fb60b57e5b000613/9_3_red_ribbon_half.jpg,"<p>So many themes. So many challenges. With Ellison, the choices are fun and easy. We offer a full spectrum of popular and essential ideas to address any theme, any time. Access these ideas routinely to create motivating learning materials for essential hands-on activities, memorable visuals, classroom d&eacute;cor and much more. Welcome back to school!</<p>"
50c1fdfa02f399174b00077f,safety-month,Safety Month,calendar_event,"eeus,erus",,,
4dcd4e1c02f3993abc0000c5,school-breakfast-week,School Breakfast Week,calendar_event,"eeus,erus",,/grid/visual_asset/image/4ec15ad5fb60b563a7000f74/03_march_half.jpg,"<p>So many themes. So many challenges. With Ellison, the choices are fun and easy. We offer a full spectrum of popular and essential ideas to address any theme, any time. Access these ideas routinely to create motivating learning materials for essential hands-on activities, memorable visuals, classroom d&eacute;cor and much more. Welcome back to school!</<p>"
4dcd4e1b02f3993abc000098,school-lunch-week,School Lunch Week,calendar_event,"eeus,erus",,,
4dcd4e1c02f3993abc0000d0,screen-free-week,Screen-Free Week,calendar_event,"eeus,erus",,,
4dcd4e1c02f3993abc0000c3,scripps-spelling-bee,Scripps Spelling Bee,calendar_event,"eeus,erus",,,
50c21d9b5b76e1212a000732,spring-begins,Spring Begins,calendar_event,"eeus,erus",,,
5582fb1702f39928ea003c33,st-patrick-s-day,St. Patrick's Day,calendar_event,"eeus,erus",,,
4f063b5002f3995f5b0002fe,student-art-gallery,Student Art Gallery,calendar_event,"eeus,erus",,/grid/visual_asset/image/4f29ac7ffb60b5253800004a/1202_student_art_half.jpg,"<p>So many themes. So many challenges. With Ellison, the choices are fun and easy. We offer a full spectrum of popular and essential ideas to address any theme, any time. Access these ideas routinely to create motivating learning materials for essential hands-on activities, memorable visuals, classroom d&eacute;cor and much more. Welcome back to school!</<p>"
50c64b2202f3996e810011f7,summer-begins,Summer Begins,calendar_event,"eeus,erus",,/grid/visual_asset/image/537a3eb402f3993872002c40/summer_half.jpg,"<p>So many themes. So many challenges. With Ellison, the choices are fun and easy. We offer a full spectrum of popular and essential ideas to address any theme, any time. Access these ideas routinely to create motivating learning materials for essential hands-on activities, memorable visuals, classroom d&eacute;cor and much more. Welcome back to school!</<p>"
50c20c19fb60b56d8a0007fb,super-bowl-sunday,Super Bowl Sunday,calendar_event,"eeus,erus",,,
4dcd4e1d02f3993abc0000ef,teacher-appreciation-week,Teacher Appreciation Week,calendar_event,"eeus,erus",,/grid/visual_asset/image/4f7608f502f3996ac9000367/1204_web_promo_half.jpg,"<p>So many themes. So many challenges. With Ellison, the choices are fun and easy. We offer a full spectrum of popular and essential ideas to address any theme, any time. Access these ideas routinely to create motivating learning materials for essential hands-on activities, memorable visuals, classroom d&eacute;cor and much more. Welcome back to school!</<p>"
50d09a6d5b76e17e7a001d86,thank-you-month,Thank You Month,calendar_event,"eeus,erus",,,
537a48f702f3990eee001f67,thanksgiving,Thanksgiving,calendar_event,"eeus,erus",,/grid/visual_asset/image/537a495102f39947060001f1/thanksgiving_111115_half.jpg,"<p>So many themes. So many challenges. With Ellison, the choices are fun and easy. We offer a full spectrum of popular and essential ideas to address any theme, any time. Access these ideas routinely to create motivating learning materials for essential hands-on activities, memorable visuals, classroom d&eacute;cor and much more. Welcome back to school!</<p>"
4dcd4e1c02f3993abc0000b7,three-king-s-day,Three King's Day,calendar_event,"eeus,erus",,/grid/visual_asset/image/4ebabff002f39925e200042c/01_january_half.jpg,"<p>So many themes. So many challenges. With Ellison, the choices are fun and easy. We offer a full spectrum of popular and essential ideas to address any theme, any time. Access these ideas routinely to create motivating learning materials for essential hands-on activities, memorable visuals, classroom d&eacute;cor and much more. Welcome back to school!</<p>"
4dcd4e1d02f3993abc0000f0,transportation-week,Transportation Week,calendar_event,"eeus,erus",,,
4dcd4e1c02f3993abc0000ac,unicef-anniversary,UNICEF Anniversary,calendar_event,"eeus,erus",,/grid/visual_asset/image/4ed815e2fb60b549af00020f/12_december_half.jpg,"<p>So many themes. So many challenges. With Ellison, the choices are fun and easy. We offer a full spectrum of popular and essential ideas to address any theme, any time. Access these ideas routinely to create motivating learning materials for essential hands-on activities, memorable visuals, classroom d&eacute;cor and much more. Welcome back to school!</<p>"
5582f70802f39928ea003bc5,valentine-s-day,Valentine's Day,calendar_event,"eeus,erus",,,
5582ff3502f3991f0a002d3a,veteran-s-day,Veteran's Day,calendar_event,"eeus,erus",,,
4dcd4e1c02f3993abc0000d3,week-of-the-young-child,Week of the Young Child,calendar_event,"eeus,erus",,,
4dcd4e1c02f3993abc0000cd,wildlife-week,Wildlife Week,calendar_event,"eeus,erus",,/grid/visual_asset/image/4ec169e5fb60b506d2000070/03_march_half.jpg,"<p>So many themes. So many challenges. With Ellison, the choices are fun and easy. We offer a full spectrum of popular and essential ideas to address any theme, any time. Access these ideas routinely to create motivating learning materials for essential hands-on activities, memorable visuals, classroom d&eacute;cor and much more. Welcome back to school!</<p>"
50c8d27202f39947810010f5,winter-begins,Winter Begins,calendar_event,"eeus,erus",,/grid/visual_asset/image/537a503c02f3991c20000ecf/winter_half.jpg,"<p>So many themes. So many challenges. With Ellison, the choices are fun and easy. We offer a full spectrum of popular and essential ideas to address any theme, any time. Access these ideas routinely to create motivating learning materials for essential hands-on activities, memorable visuals, classroom d&eacute;cor and much more. Welcome back to school!</<p>"
4dcd4e1c02f3993abc0000d8,world-health-day,World Health Day,calendar_event,"eeus,erus",,,
4dcd4e1c02f3993abc0000a3,world-kindness-day,World Kindness Day,calendar_event,"eeus,erus",,,
4dcd4e1b02f3993abc000097,world-space-week,World Space Week,calendar_event,"eeus,erus",,,
50c78e5f5b76e15d5c0002f0,write-a-friend-month,Write A Friend Month,calendar_event,"eeus,erus",,,
4dcd4e1c02f3993abc00009a,young-readers-day,Young Readers Day,calendar_event,"eeus,erus",,/grid/visual_asset/image/4e98a93e02f39905200013b1/medium_8901_1_.jpg,"<p>So many themes. So many challenges. With Ellison, the choices are fun and easy. We offer a full spectrum of popular and essential ideas to address any theme, any time. Access these ideas routinely to create motivating learning materials for essential hands-on activities, memorable visuals, classroom d&eacute;cor and much more. Welcome back to school!</<p>"
4dcd4e1c02f3993abc0000c6,youth-art-month,Youth Art Month,calendar_event,"eeus,erus",,/grid/visual_asset/image/4ec159e4fb60b54483001038/03_march_half.jpg,"<p>So many themes. So many challenges. With Ellison, the choices are fun and easy. We offer a full spectrum of popular and essential ideas to address any theme, any time. Access these ideas routinely to create motivating learning materials for essential hands-on activities, memorable visuals, classroom d&eacute;cor and much more. Welcome back to school!</<p>"
4dcd4e1c02f3993abc0000d2,youth-service-day,Youth Service Day,calendar_event,"eeus,erus",,,
5582fdf302f3996a5c00157d,iread,iRead,calendar_event,"eeus,erus",,,
4dcd4e1a02f3993abc000047,awards-incentives,Awards & Incentives,category,"eeus,erus",,,
535edc9cfb60b56e0c000be8,books-bookmarks,Books & Bookmarks,category,"eeus,erus",,,
4dcd4e1a02f3993abc000049,bulletin-boards-decor,Bulletin Boards & Décor,category,"eeus,erus",,,
4dcc305402f3990cf2000001,cardmaking,Cardmaking,category,"szus,szuk,eeus,erus",,,
56063c8dfb60b5638700471b,ellison-gift-cards,Ellison Gift Cards,category,"eeus,erus",,/grid/visual_asset/image/55f74a16ff9afc1379003ae2/eeus_0915_campaign_bts_gift_card.jpg,
56063ce1fb60b55ded0019df,ellison-machines-accessories,Ellison Machines & Accessories,category,"eeus,erus",,/grid/visual_asset/image/536148ca5b76e10903001551/ellison_machines_0415_half.jpg,"<p>Whether you're reinforcing lessons, promoting hands-on activities or just decorating your next themed bulletin board, Ellison shape-cutting machines create the perfect applications to meet your important standards. Ideal for the classroom and home school environments, our machines are easy-to-operate and cut many different materials for countless curriculum-based shapes. Use them to enhance any subject, while increasing retention and making learning fun!</p>"
56063cbeff9afc6ec8003e3b,ellison-shape-cutting,Ellison Shape-Cutting,category,"eeus,erus",,/grid/visual_asset/image/4df8e52a5b76e165b90001fa/shape_cutting_1207_half.jpg,"<p>When it comes to cutting your own curriculum based-shapes with our machines, you have many choices. That's because we offer many dies and cartridges featuring versatile images for countless lesson applications. To view them, you can refine your search in the left hand column by subcategories, themes, curriculum and more.</p>"
56063d035b76e15fc4000d5d,ellison-supplies,Ellison Supplies,category,"eeus,erus",,/grid/visual_asset/image/4df8f05802f399697a00003a/ee_supplies.jpg,<p>They're the perfect products to complement your Ellison shape-cutting equipment. Our Supplies offer an added element of creativity to powerfully present your cut-out shapes. Stock up on these useful items today – you never know when they'll be gone for good!</p>
4dcc305502f3990cf2000003,fashion,Fashion,category,"szus,szuk,erus",,,
4dcd4e1a02f3993abc00004c,hands-on-activities,Hands-On Activities,category,"eeus,erus",,,
4dcc305502f3990cf2000005,home-decor,Home Décor,category,"szus,szuk,erus",,,
50857b69fb60b5482e00015a,jewellery,Jewellery,category,szuk,,,
4f8c8b4efb60b51007003002,jewelry,Jewelry,category,"szus,erus",,,
536023d6ff9afc580a00121b,manipulatives,Manipulatives,category,"eeus,erus",,,
4dcc305502f3990cf2000004,new-projects,New Projects,category,"szus,szuk,erus",,,
4dcc305502f3990cf2000008,papercrafting,Papercrafting,category,"szus,szuk,eeus,erus",,,
4dcc305702f3990cf20000da,products-to-project-kits,Products-to-Project Kits,category,erus,,/grid/visual_asset/image/4df8eae15b76e165b9000210/medium_30518.jpg,"<p>Don't just sell Sizzix products &hellip; Show your customers exactly what kinds of projects can be created. The Products-to-Projects Kit not only enhances product visibility, but also increases product turns and demand. Create your own class by using our project or create your own.</<p>"
4dcc305502f3990cf2000009,quilting-applique,Quilting & Appliqué,category,"szus,szuk,erus",,,
4dcc305502f3990cf200000a,scrapbooking,Scrapbooking,category,"szus,szuk,eeus,erus",,,
56063bc802f39958ae0014ad,sizzix-embossing,Sizzix Embossing,category,"szus,szuk,erus",,/grid/visual_asset/image/4ddec70c5b76e14a6600058e/embossing.jpg,"<p>A handmade Mother's Day card. Embossed party invites with your unique touch. Gift tags for your child's teachers. For every moment in your life, Sizzix offers a shape that perfectly matches the sentiment.</<p> <p>Compatible with a wide range of materials, our current selection of essential creative products includes everything you need to emboss and add texture when using your Sizzix machine.</<p>"
56063be7fb60b55ded0019b2,sizzix-machines-accessories,Sizzix Machines & Accessories,category,"szus,szuk,erus",,/grid/visual_asset/image/4df8e04a5b76e165b9000064/sizzix_machines.jpg,"<p>From wedding invitations and decorations to making memories of your last vacation last a little longer, Sizzix die-cutting, electronic shape-cutting and embossing machines truly empower your creativity.</<p></<p>Our growing family of award-winning Sizzix machines are available in different sizes, options and capabilities to fit any size imagination. For more information, watch this video: <a href=""http://www.youtube.com/v/AF-IUboCKHs&amp;feature=youtube_gdata_player&amp;autoplay=1&amp;fs=1"" title=""Choosing Your Sizzix Machine"" class=""fancyvideo"">Choosing Your Sizzix Machine</a>.</<p>"
56063c28ff9afc6ec8003e0e,sizzix-media,Sizzix Media,category,"szus,szuk,erus",,/grid/visual_asset/image/4f24efb7fb60b56aed0001ea/658136.jpg,"<p>Connecting the story behind your most treasured creations, TalkingTag Labels literally lend a recorded voice to any fabric project. After downloading a free TalkingTag app to any smart phone, simply scan the tag and record up to one minute of personalized audio. (For playback, scan the tag again from any smart phone and retrieve the voice recording from a secured platform.) Attach the tag and hear your creation come to life!</<p>"
56063c56ff9afc7642001bab,sizzix-merchandise,Sizzix Merchandise,category,"szus,szuk,erus",,/grid/visual_asset/image/4df8e1da02f39929ac00006e/keyfobs_category.jpg,<p>We now have an ever-growing range of Sizzix branded merchandise available on Sizzix.co.uk including crafting essentials and other accessories.</<p>
56063ba302f39958ae00149a,sizzix-shape-cutting,Sizzix Shape-Cutting,category,"szus,szuk,erus",,/grid/visual_asset/image/4df8e52a5b76e165b90001f7/shape_cutting.jpg,"<p>A handmade card. Fabric accents for a striking fashion statement. Gift tags for your child's teachers. For every moment in your life, Sizzix offers a shape that perfectly matches the sentiment.</<p><p>Compatible with a wide range of materials, our current selection of essential creative products includes everything you need to die-cut when using your Sizzix machine.</<p>"
56063c08ff9afc7642001b9d,sizzix-supplies,Sizzix Supplies,category,"szus,szuk,erus",,/grid/visual_asset/image/4df8f05802f399697a000037/supplies.jpg,<p>They're the perfect products to complement your shape-cutting equipment. Our Supplies offer an added element of creativity to powerfully present your cut-out shapes. Stock up on these useful items today - you never know when they'll be gone for good!</<p>
56063af4fb60b562fc000b28,sizzix-gift-cards,Sizzix Gift Cards,category,"szus,szuk,erus",,/grid/visual_asset/image/4fa3207a02f39961e0003081/medium_gift_cards.jpg,"<p>Looking for a useful gift idea? Gift cards more than fit the bill! Ideal for birthdays, holidays and teacher appreciation, a Sizzix/Ellison Gift Card can be applied toward product purchases at either Sizzix.com or EllisonEducation.com. Sizzix eshape Store Gift Cards can be applied toward product purchases at the Sizzix eshape Store. This added flexibility allows the recipient more creative choices than ever!</<p><p>Please note: Gift cards are shipped free of charge via USPS Priority  Mail and must be purchased separately from any other order for  merchandise. <strong>At this time, gift cards can only be shipped to addresses in the United States, including APO/FPO.</strong></<p>"
4dcd4e1b02f3993abc00008f,visual-aids,Visual Aids,category,"eeus,erus",,,
535edc4f02f3990ff8000b7b,wearable-crafts,Wearable Crafts,category,"eeus,erus",,,
52b22d9402f3997b3e007d01,common-core-state-standards-ccss,Common Core State Standards (CCSS),curriculum,"eeus,erus",,,
4dcd4e1a02f3993abc00001b,english-language-arts,English Language Arts,curriculum,"eeus,erus",,/grid/visual_asset/image/4ddedfba5b76e15f63000057/medium_8901_1_.jpg,"<p>Ellison loves Language Arts. That's why we offer so many curriculum-based dies featuring this subject, including popular alphabets and designs to create essential hands-on activities and engaging visuals. Each shape reinforces core concepts such as reading, writing, spelling and grammar, while promoting interactive fun for today's creative classroom. Ellison Dies are supported by free lessons to download or print out for amazing activities all year long!</<p>"
4dcd4e1a02f3993abc00001c,fine-arts-crafts,Fine Arts & Crafts,curriculum,"eeus,erus",,/grid/visual_asset/image/4ddedb795b76e15b1500000a/medium_3040_1_.jpg,"<p>Ellison loves Fine Arts &amp; Crafts. That's why we offer so many curriculum-based dies featuring this subject, including popular alphabets and designs to create essential hands-on activities and engaging visuals. Each shape reinforces core concepts such as visual arts, drama, dance and music, while promoting interactive fun for today's creative classroom. Ellison Dies are supported by free lessons to download or print out for amazing activities all year long!</<p>"
4dcd4e1a02f3993abc00001d,foreign-language,Foreign Language,curriculum,"eeus,erus",,/grid/visual_asset/image/4ddedecffb60b578e0000220/1041_1_.jpg,"<p>Ellison loves Foreign Language. That's why we offer so many curriculum-based dies featuring this subject, including popular alphabets and designs to create essential hands-on activities and engaging visuals. Each shape reinforces core concepts such as communication, culture and connecting with others, while promoting interactive fun for today's creative classroom. Ellison Dies are supported by free lessons to download or print out for amazing activities all year long!</<p>"
4dcd4e1a02f3993abc00001e,health,Health,curriculum,"eeus,erus",,/grid/visual_asset/image/4ddee061fb60b57a43000004/medium_3035_2_.jpg,"<p>Ellison loves Health. That's why we offer so many curriculum-based dies featuring this subject, including popular alphabets and designs to create essential hands-on activities and engaging visuals. Each shape reinforces core concepts such as health, wellness and nutrition, while promoting interactive fun for today's creative classroom. Ellison Dies are supported by free lessons to download or print out for amazing activities all year long!</<p>"
4dcd4e1a02f3993abc00001f,math,Math,curriculum,"eeus,erus",,/grid/visual_asset/image/4ddedd5cfb60b578e0000030/9983.jpg,"<p>Ellison loves Math. That's why we offer so many curriculum-based dies featuring this subject, including popular alphabets (with numbers) and designs to create essential hands-on activities and engaging visuals. Each shape reinforces core concepts such as numbers &amp; operations, geometry, measurement, algebra, probability and problem solving, while promoting interactive fun for today's creative classroom. Ellison Dies are supported by free lessons to download or print out for amazing activities all year long!</<p>"
4dcd4e1a02f3993abc000020,physical-education,Physical Education,curriculum,"eeus,erus",,/grid/visual_asset/image/4ddedcca5b76e15f63000001/9945_1_.jpg,"<p>Ellison loves Physical Education. That's why we offer so many curriculum-based dies featuring this subject, including popular alphabets and designs to create essential hands-on activities and engaging visuals. Each shape reinforces core concepts such as health &amp; fitness, physical activity and sportsmanship, while promoting interactive fun for today's creative classroom. Ellison Dies are supported by free lessons to download or print out for amazing activities all year long!</<p>"
