_id,permalink,name,tag_type,systems_enabled,image_eeus_filename,Image,description
4f4d26e35b76e152aa000026,mackenzie-mullane-vintaj,"Mackenzie Mullane, Vintaj",artist,"szus,szuk,erus",,/grid/visual_asset/image/4fa1a4e2fb60b5210c000cdc/mackie.jpg,"<p>It didn't take Mackie long to pick up handfuls of her mom's stones and filigrees and begin creating settings. After all, mom (Wendy Mullane) would often joke that Mackie bathed in jewels! Designing since she could first hold tools, Mackie has been selling her designs in shops and at art fairs ever since. With this unlimited imagination, she has been a youthful asset to the Vintaj design team. Her designs have been published in several books which helped her connect with aspiring jewelry designers. She has a great appreciation for art in all forms and is truly fascinated with creative expression! </<p>"
553a90f502f399146a000438,artist-mou-saha,Mou Saha,artist,"szus,szuk,erus",,/grid/visual_asset/image/553a912a02f3993ba2000853/mou_saha.jpg,"<p>Born in Calcutta, India, <a href=""http://collagecollagecollage.blogspot.com/"" target=""_blank"">Mou</a> loves to design and share her handmade art. Her creative journey began in 2004 when she saw a scrapbooking TV show and made a baby book for her 2-year-old daughter. At the urging of impressed friends, she submitted her work to magazines and applied for design team positions. Eventually, she became a contributing writer for Creating Keepsakes Magazine. Over the years, she has designed for Tim Holtz, Anna Griffin, Big Picture Classes, Faber-Castell, Glitz Design, October Afternoon, Crate Paper and more. She describes her style as experimental and loves everything from mixed media to mini books. In her spare time, Mou enjoys her family, living in Florida, movies, spicy food, flea markets and art journals!</p>"
503e60525b76e11c91000020,paula-pascual-sizzix,"Paula Pascual, Sizzix",artist,"szus,szuk,erus",,/grid/visual_asset/image/503e60525b76e11c91000021/paula_pascual.jpg,"<p>As a teenager in her native Spain, Paula ambitiously made cards and crafts. Starting in 2003, her experience grew as a craft store demonstrator and as a freelance creative designer/tutor. Not long after, Paula began using Sizzix products in her workshops and demonstrations. Over the last six years, Paula has been featured in popular publications such as <em>Cardmaking</em> and <em>Papercraft</em> and <em>Crafts Beautiful</em>. She has also authored two craft books: <em>Creative Card Making</em> and <em>Handmade Celtic Cards</em>. In addition, she has appeared several times on QVC as their craft expert. Paula enjoys working with paper, graphic design, photography and storage, which inspired her to create the <a target=""_blank"" href=""http://craftystorage.blogspot.com/"">Crafty Storage</a>, a collaborative blog dedicated to storage ideas from and for all crafters.</<p>"
4dcc305502f3990cf2000046,pete-hughes-sizzix,"Pete Hughes, Sizzix",artist,"szus,szuk,erus",,/grid/visual_asset/image/4dfa9c735b76e1172e000072/phughes_m.jpg,"<p>Sizzix designer Pete lives in the picturesque town of Llangollen in North Wales with his wife and two children. In his spare time, Pete helps out at his local karate club, plays and collects electric guitars and follows his beloved Liverpool Football Club.</<p> <p>For over ten years, Pete has been inspiring UK and European crafters with his amazing ideas. After leaving school, Pete trained as an illustrator, specializing in cartoons and caricatures before taking up a position for an educational publishing company. Pete has worked for Ellison since 2005, where he enjoys producing projects for UK and European magazines, trade shows and demonstrations. Pete is also featured regularly on television demonstrating Sizzix products, most recently on QVC.</<p>"
5195b811fb60b5269400090f,ronda-mccord-guest-quilter,"Ronda McCord, Guest Quilter",artist,"szus,szuk,erus",,/grid/visual_asset/image/519a9a6efb60b56425001290/ronda_mccord.jpg,"<p>Ronda McCord has always enjoyed all forms of sewing and crafting but quilting is her true passion. With more than 20 years of quilting experience, she continues to challenge herself with exciting new ways to express her creativity. Ronda particularly enjoys piecing together quilt tops. She likes using Sizzix dies in her projects to easily accomplish perfect points and seams. In addition, she loves making and giving baby quilts to family and friends for their new bundles of joy. She and her husband have been married for 31 years and reside in sunny southern California. They have one son, three daughters and two grandsons.</<p>"
4ea1bffc5b76e13e4b0020c7,shirley-van-dyken-guest-quilter,"Shirley Van Dyken, Guest Quilter",artist,"szus,szuk,erus",,/grid/visual_asset/image/4fec9717fb60b50542000aaf/shirley_van_dyken.jpg,"<p>Shirley began her creative journey by taking up sewing at a very young age. That led to a love of quilting beginning in the mid-1970s. Her career shaping influences include working in bridal alterations and gaining the invaluable experience of working in a quilt shop for almost 15 years. In addition to being involved in five different quilt guilds, Shirley currently performs commission work and always makes time for her passion, machine quilting. She and her husband, Jim, live in Southwest Colorado where together they own a restaurant. They have four children between them and four grandchildren.</<p>"
4dcf96f002f3992658000027,stacey-rogers-sizzix,"Stacey Rogers, Sizzix",artist,szuk,,/grid/visual_asset/image/4dfb8456fb60b5661e000059/stacey1.jpg,<p>Sizzix Designer Stacey Rogers has been designing characters and making cards since leaving college. Stacey trained as an Illustrator at University and also recently qualified as a teacher of Art &amp; Design. In her Illustration work and card making Stacey loves to use inks and enjoys finding new methods of applying them to create different effects. <br /><br />Stacey joined Sizzix in November 2009 and enjoys producing projects for UK magazines and craft shows.</<p>
4f4e6f5e02f39961fa000a64,stacy-surina-bonora-guest-quilter,"Stacy Surina-Bonora, Guest Quilter",artist,"szus,szuk,erus",,/grid/visual_asset/image/4ff5e9125b76e1635c003200/stacy_surina_bonora.jpg,"<p>A certifiable arts &amp; crafts junkie, Stacy loves anything creative. She's been scrapbooking since her teen years. As the owner of Purls &amp; Girls, a Central California yarn shoppe, she taught knitting and crochet to the new wave of hobbyists with exciting designs, materials and colors. Stacy has become an integral part of the success the Custom Creations label enjoys, working in design and production. An accomplished home chef, Stacy enjoys entertaining friends and family at home, where her husband and two children enjoy her cooking and knack for design whether she is making party invitations, wrapping presents or decorating the trailer for a ""Glamping Trip!""</<p>"
542c76f2fb60b557cf000e69,stephanie-ackerman,Stephanie Ackerman,artist,"szus,szuk,erus",,/grid/visual_asset/image/542c7c01ff9afc37ab000656/stephanie_ackerman.jpg,"<p>Whether it's paper, fabric, dough or paint, Stephanie Ackerman is a mixed media artist and teacher who's a lot like you, combining a busy mom lifestyle with her many creative passions. Stephanie draws upon her vast experiences in stamp carving, stitching, art journaling, making tags and working with canvas and wood to inspire this uniquely upbeat collection just for you! Learn more about Stephanie by visiting her website: <a target=""_blank"" href=""http://www.stephanieackermandesigns.com/"">StephanieAckermanDesigns.com.</a></p>"
51534f6dfb60b5793d000898,susan-tierney-cockburn,Susan Tierney-Cockburn,artist,"szus,szuk,erus",,/grid/visual_asset/image/51534f6dfb60b5793d000899/susan_tierney_hs_125.jpg,"<p>Susan has taken a lifetime of creative experiences and turned them into a full-time passion. Whether it's gardening, painting, baking, and, of course, crafting, she has done it all in her own unmistakable style. Loving to share this information with others, she has taught cake decorating and bread baking. Her stamping and papercrafts - with a special emphasis on making realistic paper flowers - have lead to designing for publications and writing books. In addition, she has a blog dedicated to <a href=""http://mymothersapronstrings.blogspot.com/"">baking</a>. Susan teams with Sizzix for a charming crop of products to create incredible floral designs for embellishing cards, scrapbooks or any other craft project.</<p>"
50622a5802f3994b08000046,tammy-tutterow,Tammy Tutterow,artist,"szus,szuk,erus",,/grid/visual_asset/image/50638ebb5b76e108cd000079/tammy_tutterow.jpg,"<p>A lifelong artist and crafter, <a href=""http://tammytutterow.com/"">Tammy</a> grew up in a home full of arts &amp; crafts with very creative parents. Her true crafting passion comes from papercrafts, ribbonwork and sewing as she strives to use all three together in her projects. Tammy has also been an instructor and project designer in the papercraft/scrapbook industry for over 6 years. She has worked with many top manufacturers including Sizzix, Tim Holtz, Ranger Ink, BasicGrey, Pink Paislee and Therm O Web. She has contributed to several books, magazines, catalogs and TV appearances. Her classes are offered at stores, conventions and online.</<p>"
4dcc305502f3990cf2000048,tim-holtz,Tim Holtz,artist,"szus,szuk,erus",,/grid/visual_asset/image/4dfb86035b76e1172e0002db/tim_holtz_125.jpg,"<p>Tim Holtz is the Creative Director for Ranger Industries, one of the leading manufacturers of innovative inks, paints and embossing products. Tim plays an integral part in the development and design of cutting-edge papercrafting products. Tim has teamed up with various key companies like Ranger, Advantus, Tonic Studios, Sizzix and Stampers Anonymous to bring unique products that work hand in hand with Ranger's extensive lines. Learn more about Tim and connect to video tutorials and his blog at <a href=""http://timholtz.com/"">TimHoltz.com</a>.</<p>"
